repo,issue_id,issue_total_tokens,issue_body_tokens,issue_comment_tokens,issue_num_sections,issue_num_comments,issue_has_satd,issue_satd_section_ratio,issue_satd_token_ratio,issue_satd_primary_type,issue_sentiment_score,issue_sentiment_variance,issue_priority_score
visit,Issue_177,4967,0,4330,50,44,1,0.36,0.4837930340245621,code/design_debt,0.2965572780350312,0.9693233079415348,0.07551568580395503
visit,Issue_169,6244,0,3106,13,9,1,0.07692307692307693,0.026585522101217167,documentation_debt,-0.8680333119795003,2.1541125900812546,0.07855605346350543
visit,Issue_168,660,0,185,19,13,0,0.0,0.0,,0.6333333333333333,1.0677777777777777,0.10902497984241229
visit,Issue_167,825,0,63,8,2,0,0.0,0.0,,1.0,0.0,0.03420531269652164
visit,Issue_164,667,0,242,10,6,0,0.0,0.0,,0.4272863568215892,0.840744545268595,0.09549788031691608
visit,Issue_162,716,0,164,12,6,1,0.08333333333333333,0.0782122905027933,documentation_debt,0.7262569832402235,0.8011922224649665,0.08852916344750539
visit,Issue_159,973,0,481,25,17,1,0.08,0.09763617677286741,test_debt,-0.31346351490236385,1.2737989435202688,0.11303661682695679
visit,Issue_143,896,0,533,16,10,1,0.125,0.15290178571428573,requirement_debt,0.4017857142857143,0.6591996173469387,0.0743320527767399
visit,Issue_142,403,0,47,8,2,1,0.125,0.06699751861042183,documentation_debt,0.7220843672456576,1.160363649797733,0.13916051956779577
visit,Issue_140,864,0,139,12,6,0,0.0,0.0,,-0.7870370370370371,1.6194272976680386,0.05163190088277661
visit,Issue_137,947,0,551,17,9,0,0.0,0.0,,0.7423442449841605,0.9397326586623829,0.07263758708166217
visit,Issue_132,317,0,30,9,3,1,0.3333333333333333,0.8580441640378549,code/design_debt,-0.6908517350157729,2.2448891586807185,0.0782387424460039
visit,Issue_124,866,0,564,15,9,1,0.3333333333333333,0.5542725173210161,documentation_debt,0.6581986143187067,0.467867448223629,0.11487774100486162
visit,Issue_108,667,0,159,14,8,1,0.07142857142857142,0.30134932533733133,code/design_debt,0.08245877061469266,0.9125608538630665,0.08990841180535289
visit,Issue_107,863,0,249,13,7,0,0.0,0.0,,-0.24681344148319814,1.4026585631042852,0.06408958254479313
visit,Issue_105,366,0,37,12,4,1,0.08333333333333333,0.09016393442622951,code/design_debt,-0.23497267759562843,1.1335363850816689,0.15370607045114168
visit,Issue_99,1915,0,1476,42,34,1,0.16666666666666666,0.20261096605744125,code/design_debt,0.7838120104438643,0.34533229842598623,0.06850016761595173
visit,Issue_95,1602,0,687,13,7,0,0.0,0.0,,0.5880149812734082,0.5315870287464783,0.08700883283740973
legion,Issue_84,602,0,292,17,11,1,0.058823529411764705,0.011627906976744186,test_debt,0.3787375415282392,0.9206553362285963,0.08845775016583508
legion,Issue_76,424,0,340,18,12,1,0.05555555555555555,0.08962264150943396,documentation_debt,0.3160377358490566,0.8891880265812273,0.09572667264517068
legion,Issue_75,186,0,61,8,3,0,0.0,0.0,,0.15053763440860216,0.8721239449647358,0.05003855110860929
legion,Issue_74,472,0,285,10,6,1,0.1,0.012711864406779662,code/design_debt,-0.1864406779661017,1.1839126687733408,0.0669230885413102
legion,Issue_73,637,0,304,13,9,1,0.07692307692307693,0.1978021978021978,requirement_debt,-0.4411302982731554,1.3981945392575577,0.11350540080690487
kokkos,Issue_69,129,0,21,6,2,0,0.0,0.0,,0.5968992248062015,0.9583558680367766,0.00993211895747312
legion,Issue_68,810,0,615,16,12,1,0.0625,0.07407407407407407,test_debt,0.1925925925925926,0.8444993141289436,0.0886947849008421
kokkos,Issue_60,280,0,114,8,4,0,0.0,0.0,,-0.6928571428571428,1.4800510204081632,0.06513453147040567
hypre,Issue_47,1454,0,1400,6,4,0,0.0,0.0,,0.3920220082530949,0.630985243950663,0.025922873093099482
visit,Issue_45,1051,0,767,21,13,1,0.09523809523809523,0.04281636536631779,documentation_debt,0.659372026641294,0.7440007749404535,0.025247397527300937
hypre,Issue_43,640,0,563,10,8,0,0.0,0.0,,-0.053125,1.024072265625,0.06497539602748854
legion,Issue_42,573,0,226,13,7,1,0.07692307692307693,0.16230366492146597,code/design_debt,0.6544502617801047,0.5221432442177487,0.07781801138314029
kokkos,Issue_39,2541,0,2370,26,22,1,0.07692307692307693,0.15426997245179064,code/design_debt,-0.26406926406926406,1.1916106981042043,0.09564286529405934
legion,Issue_37,131,0,56,8,4,0,0.0,0.0,,-0.05343511450381679,1.0295728687139445,0.12664628956259405
kokkos,Issue_28,3614,0,2073,36,32,1,0.25,0.3289983397897067,code/design_debt,-0.24626452684006642,1.2521852936109255,0.07714284144763887
kokkos,Issue_25,1037,0,847,18,14,1,0.1111111111111111,0.1051108968177435,code/design_debt,0.43105110896817744,1.0900159232164344,0.05160889502528107
legion,Issue_24,850,0,684,15,9,1,0.13333333333333333,0.27176470588235296,scientific_debt,0.04,0.9855999999999999,0.03368292699932008
visit,Issue_22,533,0,425,9,5,1,0.1111111111111111,0.1350844277673546,code/design_debt,0.6660412757973734,0.7035651190687111,0.036970506222115104
legion,Issue_19,135,0,8,5,1,0,0.0,0.0,,-0.5703703703703704,0.6408779149519889,0.08268249236107672
legion,Issue_18,189,0,19,6,2,0,0.0,0.0,,-0.8835978835978836,0.6026147084348144,0.06938085846030037
tau2,Issue_14,193,0,70,7,3,0,0.0,0.0,,0.015544041450777202,0.9958004625244014,0.043891774911254296
tau2,Issue_13,621,0,491,15,11,0,0.0,0.0,,0.6811594202898551,0.4649443394244908,0.10803684827058829
tau2,Issue_11,171,0,57,7,3,0,0.0,0.0,,0.847953216374269,0.5076629194819409,0.04627028573790656
tau2,Issue_9,10723,0,5757,23,15,1,0.17391304347826086,0.04252541266436632,code/design_debt,-0.9102863004756132,1.9077764793097187,0.06322816567316908
Trilinos,Issue_8722,289,0,129,8,4,1,0.125,0.01730103806228374,code/design_debt,0.16262975778546712,0.945133559224626,0.06483168041594257
kokkos,Issue_8718,85,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.09393093195554747
kokkos,Issue_8716,232,0,1,3,1,0,0.0,0.0,,-0.9310344827586207,2.487514863258026,0.0886031296655988
Trilinos,Issue_8703,206,0,57,5,1,1,0.4,0.6601941747572816,requirement_debt,-0.32038834951456313,1.2308040343104911,0.11209394884052044
kokkos,Issue_8702,34,0,0,2,0,1,0.5,0.7647058823529411,requirement_debt,-0.5294117647058824,1.2802768166089964,0.1229958001068586
kokkos,Issue_8696,101,0,0,2,0,1,0.5,0.9306930693069307,code/design_debt,-0.8613861386138614,1.7419860797960982,0.022737147297137286
Trilinos,Issue_8693,389,0,65,9,5,0,0.0,0.0,,0.8303341902313625,0.7668613227656587,0.12777601536543942
kokkos,Issue_8681,59,0,8,4,2,0,0.0,0.0,,-0.7288135593220338,1.5311692042516514,0.05522947504966401
Trilinos,Issue_8671,497,0,137,9,5,0,0.0,0.0,,0.9154929577464789,0.8209129581873087,0.06085185598977942
Trilinos,Issue_8655,314,0,89,8,4,1,0.125,0.2961783439490446,scientific_debt,-0.03821656050955414,1.0205687857519576,0.08741698103347953
kokkos,Issue_8652,2170,0,1958,32,30,1,0.09375,0.11797235023041475,code/design_debt,0.7649769585253456,0.533346429102338,0.07661777668042921
kokkos,Issue_8646,78,0,36,3,1,0,0.0,0.0,,1.0,0.0,0.0028235138731411554
kokkos,Issue_8645,217,0,194,8,6,0,0.0,0.0,,0.5668202764976958,0.4710548111023805,0.032452088703890165
kokkos,Issue_8644,49,0,15,3,1,0,0.0,0.0,,0.8367346938775511,1.1423018186866585,0.08551190694770487
kokkos,Issue_8639,22,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.02263272519286807
kokkos,Issue_8637,72,0,20,4,2,0,0.0,0.0,,-0.4444444444444444,1.1975308641975309,0.10368721634394781
Trilinos,Issue_8635,817,0,637,15,11,1,0.3333333333333333,0.379436964504284,code/design_debt,0.06976744186046512,0.9955651703623576,0.0955004814259159
Trilinos,Issue_8632,1757,0,1433,19,15,1,0.10526315789473684,0.14797951052931133,code/design_debt,-0.41832669322709165,1.21903161102706,0.04340146380066585
kokkos,Issue_8625,124,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.07050444707746974
kokkos,Issue_8624,204,0,119,4,2,1,0.5,0.7352941176470589,code/design_debt,0.29411764705882354,0.7923875432525951,0.06740766774869607
Trilinos,Issue_8618,1042,0,996,20,16,1,0.1,0.13531669865642995,requirement_debt,-0.6948176583493282,0.6489903883348498,0.10609284408995788
Trilinos,Issue_8607,11121,0,10800,46,42,1,0.021739130434782608,0.014297275424871863,test_debt,-0.9221293049186224,1.1286560424446914,0.22478329974921782
Trilinos,Issue_8596,372,0,227,12,8,0,0.0,0.0,,0.4838709677419355,0.7502601456815818,0.1648598229949697
kokkos,Issue_8595,144,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.0482977776821955
kokkos,Issue_8588,185,0,33,4,2,1,0.25,0.8,code/design_debt,1.0,0.0,0.10495435377505934
kokkos,Issue_8578,50,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.013441645098598456
kokkos,Issue_8573,72,0,54,5,3,1,0.2,0.18055555555555555,requirement_debt,1.0,0.0,0.07809072104031763
kokkos,Issue_8572,20,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.10408594537299332
Trilinos,Issue_8560,338,0,185,10,6,1,0.1,0.29289940828402367,test_debt,1.0,0.0,0.11422077796526887
Trilinos,Issue_8551,1160,0,383,20,16,0,0.0,0.0,,0.6344827586206897,0.8949821640903688,0.1178040825364774
Trilinos,Issue_8545,1832,0,1583,15,11,1,0.06666666666666667,0.006550218340611353,test_debt,-0.6342794759825328,1.3177398568550056,0.21533665658601525
kokkos,Issue_8530,90,0,56,4,2,1,0.25,0.2111111111111111,documentation_debt,0.17777777777777778,0.8538271604938271,0.042326282134135036
Trilinos,Issue_8520,1062,0,392,13,9,1,0.15384615384615385,0.6148775894538606,documentation_debt,0.568738229755179,0.5359794712471148,0.04388585086231747
Trilinos,Issue_8517,741,0,419,15,11,0,0.0,0.0,,-0.08502024291497975,1.0185644740939863,0.09546883815935359
kokkos,Issue_8510,82,0,56,6,4,0,0.0,0.0,,0.5365853658536586,0.57247670037676,0.07498107650292558
kokkos,Issue_8506,306,0,6,3,1,0,0.0,0.0,,-0.9607843137254902,1.282583621683968,-0.004876747395588336
Trilinos,Issue_8497,501,0,342,12,8,1,0.16666666666666666,0.18163672654690619,code/design_debt,0.08982035928143713,0.9481874574204882,0.09130123586048716
kokkos,Issue_8493,34,0,11,3,1,0,0.0,0.0,,0.35294117647058826,0.8892733564013842,0.08651884345359012
Trilinos,Issue_8489,4286,0,3925,26,22,1,0.38461538461538464,0.460569295380308,test_debt,-0.5081661222585161,0.9455151941137091,0.22651054298557213
kokkos,Issue_8487,178,0,58,6,4,0,0.0,0.0,,-0.34831460674157305,1.3535328030972522,0.09567495040529439
kokkos,Issue_8482,223,0,56,5,3,1,0.2,0.6995515695067265,test_debt,1.0,0.0,0.05814112164746113
Trilinos,Issue_8474,3715,0,3375,36,32,1,0.2222222222222222,0.5405114401076716,test_debt,-0.517092866756393,1.1524755069044794,0.1895839624887055
kokkos,Issue_8467,165,0,22,5,3,0,0.0,0.0,,1.0,0.0,0.09033669030576512
kokkos,Issue_8465,211,0,170,10,8,1,0.2,0.2890995260663507,code/design_debt,-0.004739336492890996,1.0019181959075492,0.064306062016731
kokkos,Issue_8461,46,0,17,4,2,0,0.0,0.0,,1.0,0.0,-0.05232902119163831
kokkos,Issue_8460,105,0,34,5,3,0,0.0,0.0,,-0.9047619047619048,0.7328798185941043,0.07675816232147631
kokkos,Issue_8454,143,0,64,5,3,0,0.0,0.0,,1.0,0.0,0.018189174406883866
kokkos,Issue_8453,64,0,0,2,0,1,0.5,0.921875,requirement_debt,1.0,0.0,-0.022728358275776888
kokkos,Issue_8443,163,0,81,4,2,0,0.0,0.0,,-0.6932515337423313,0.7873461552937634,0.05761709862402408
Trilinos,Issue_8441,271,0,66,7,3,1,0.14285714285714285,0.25461254612546125,requirement_debt,0.4612546125461255,0.8173947211269686,0.033842667707517995
kokkos,Issue_8438,70,0,0,2,0,1,0.5,0.8857142857142857,test_debt,-1.0,0.0,0.044669191696812924
kokkos,Issue_8435,94,0,18,3,1,0,0.0,0.0,,-0.425531914893617,1.46476535385544,0.08141164984609768
kokkos,Issue_8430,709,0,628,17,15,1,0.17647058823529413,0.4019746121297602,code/design_debt,0.7094499294781382,0.41827813382291223,0.06753343073736877
Trilinos,Issue_8426,226,0,56,7,3,0,0.0,0.0,,0.9292035398230089,0.535985590101026,0.05332758881597676
Trilinos,Issue_8425,581,0,384,15,11,1,0.06666666666666667,0.13080895008605853,documentation_debt,0.7762478485370051,0.4640638778373885,0.0994141584184112
kokkos,Issue_8409,489,0,293,8,6,1,0.125,0.3231083844580777,requirement_debt,0.1983640081799591,0.8409842715612598,0.1068454752648996
kokkos,Issue_8404,29,0,0,2,0,1,0.5,0.7586206896551724,requirement_debt,1.0,0.0,0.022086057585931004
kokkos,Issue_8395,70,0,16,3,1,1,0.3333333333333333,0.6142857142857143,scientific_debt,-0.22857142857142856,1.2046258503401361,0.04466789775749915
kokkos,Issue_8362,58,0,0,2,0,1,1.0,1.0,code/design_debt,1.0,0.0,0.1174287617851536
kokkos,Issue_8359,809,0,779,15,13,0,0.0,0.0,,-0.7527812113720643,1.2655670676459672,0.13038356420765357
Trilinos,Issue_8339,728,0,399,12,8,1,0.08333333333333333,0.1401098901098901,test_debt,-0.2087912087912088,1.1827879080626331,0.07269739790818057
kokkos,Issue_8330,146,0,72,4,2,1,0.25,0.4657534246575342,code/design_debt,-0.589041095890411,1.3469694126477765,0.11389790640827868
kokkos,Issue_8323,60,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.05821973726720734
kokkos,Issue_8315,178,0,122,6,4,0,0.0,0.0,,-0.19101123595505617,1.036485292261078,0.09568103970266871
kokkos,Issue_8314,891,0,545,9,7,1,0.2222222222222222,0.20426487093153758,code/design_debt,0.3602693602693603,0.7294947227607159,0.08107764510961646
kokkos,Issue_8300,456,0,139,4,2,1,0.25,0.17543859649122806,code/design_debt,0.6491228070175439,0.7722376115727917,-0.012282303826190652
kokkos,Issue_8296,198,0,157,4,2,1,0.5,0.8383838383838383,code/design_debt,-0.5858585858585859,1.3432302826242222,0.07557277395071499
kokkos,Issue_8288,172,0,98,4,2,1,0.25,0.4069767441860465,code/design_debt,-0.6395348837209303,1.409004867495944,0.08704611133815107
Trilinos,Issue_8286,913,0,748,26,22,1,0.038461538461538464,0.07447973713033954,code/design_debt,0.22234392113910187,0.8784030337758943,0.05584798069708308
kokkos,Issue_8284,38,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.05283989934316077
Trilinos,Issue_8281,339,0,133,8,4,1,0.25,0.10619469026548672,documentation_debt,-0.31563421828908556,1.099624959754962,0.03950035914430351
kokkos,Issue_8277,92,0,0,2,0,1,0.5,0.8913043478260869,code/design_debt,1.0,0.0,0.07203485521675773
kokkos,Issue_8271,33,0,27,3,1,0,0.0,0.0,,-0.9393939393939394,1.2561983471074383,0.04582910804720409
Trilinos,Issue_8265,812,0,116,7,3,1,0.14285714285714285,0.006157635467980296,code/design_debt,1.0,0.0,0.10958860211225531
Trilinos,Issue_8261,256,0,77,9,5,0,0.0,0.0,,0.2890625,0.6339043511284722,0.0324952751680302
kokkos,Issue_8259,373,0,190,8,6,0,0.0,0.0,,0.7372654155495979,0.8062948774159233,-0.0032215670031313995
kokkos,Issue_8245,87,0,35,7,5,0,0.0,0.0,,-0.19540229885057472,1.2056697431251535,0.09472643678710192
Trilinos,Issue_8241,458,0,292,16,12,1,0.125,0.34279475982532753,test_debt,0.3056768558951965,0.8641806983085755,0.13157648908039693
kokkos,Issue_8239,273,0,80,3,1,1,0.3333333333333333,0.29304029304029305,scientific_debt,1.0,0.0,0.03706682374872799
Trilinos,Issue_8224,548,0,288,9,5,1,0.1111111111111111,0.03102189781021898,code/design_debt,0.15328467153284672,0.8531798888237696,0.10545127230513
Trilinos,Issue_8219,46,0,0,4,0,1,0.5,0.8260869565217391,code/design_debt,-0.21739130434782608,1.2646502835538753,0.09992186038420288
kokkos,Issue_8207,73,0,8,3,1,0,0.0,0.0,,-0.7808219178082192,1.089134922124226,0.08534333322081533
Trilinos,Issue_8200,826,0,704,13,9,1,0.07692307692307693,0.09079903147699758,requirement_debt,-0.3946731234866828,1.5807994689268543,0.12824273180657186
Trilinos,Issue_8197,322,0,123,8,4,1,0.125,0.2360248447204969,documentation_debt,-0.4658385093167702,0.9840862621040856,0.08801804369245542
kokkos,Issue_8195,218,0,65,5,3,0,0.0,0.0,,1.0,0.0,0.0426980214798578
kokkos,Issue_8187,363,0,262,7,5,0,0.0,0.0,,-0.2837465564738292,1.161582553017564,0.07717920062180564
Trilinos,Issue_8186,872,0,180,11,7,1,0.18181818181818182,0.7305045871559633,test_debt,0.9862385321100917,0.358821571493064,0.0889033707892062
kokkos,Issue_8185,1287,0,607,16,14,1,0.1875,0.08780108780108781,code/design_debt,-0.581973581973582,1.484186645608557,0.08200389013812133
Trilinos,Issue_8165,524,0,392,15,11,0,0.0,0.0,,0.6870229007633588,0.6475729852572697,0.07580484486906738
Trilinos,Issue_8163,172,0,70,10,6,0,0.0,0.0,,0.8372093023255814,0.6962682531097893,0.0787362902274818
kokkos,Issue_8162,90,0,50,4,2,0,0.0,0.0,,1.0,0.0,0.016574322699106487
kokkos,Issue_8154,44,0,23,4,2,0,0.0,0.0,,0.045454545454545456,1.0020661157024793,0.12833637769753398
Trilinos,Issue_8148,706,0,534,15,11,1,0.2,0.301699716713881,documentation_debt,0.7252124645892352,0.46228817073138095,0.05198610574258206
kokkos,Issue_8141,435,0,366,7,5,1,0.42857142857142855,0.8091954022988506,code/design_debt,-0.3333333333333333,1.396825396825397,0.0817928267883499
kokkos,Issue_8127,143,0,0,2,0,0,0.0,0.0,,-0.9300699300699301,1.8650300748202846,0.1866322751948646
kokkos,Issue_8126,520,0,436,16,14,0,0.0,0.0,,-0.3730769230769231,1.0459171597633137,0.06683944552482249
kokkos,Issue_8125,81,0,10,3,1,1,0.3333333333333333,0.7530864197530864,code/design_debt,1.0,0.0,-0.03819490307643471
kokkos,Issue_8119,169,0,88,6,4,1,0.16666666666666666,0.4437869822485207,requirement_debt,-0.13609467455621302,1.1092515434800367,0.026056401221089712
Trilinos,Issue_8110,1369,0,1272,37,33,1,0.1891891891891892,0.22498173849525202,code/design_debt,0.0664718772826881,0.9505223937537919,0.08054627803635457
kokkos,Issue_8107,180,0,39,3,1,1,0.3333333333333333,0.21666666666666667,requirement_debt,-1.0,0.0,0.11901355619873366
kokkos,Issue_8103,1075,0,884,17,15,0,0.0,0.0,,0.24093023255813953,0.9730131772341174,0.06594606962353027
kokkos,Issue_8101,119,0,54,4,2,0,0.0,0.0,,-0.04201680672268908,1.043782218769861,0.04239406397070341
kokkos,Issue_8100,64,0,3,3,1,0,0.0,0.0,,1.0,0.0,0.010202451338207774
kokkos,Issue_8099,238,0,73,4,2,1,0.25,0.25630252100840334,test_debt,0.8991596638655462,0.9093284372572558,0.0973342142823166
kokkos,Issue_8097,223,0,142,8,6,0,0.0,0.0,,0.9282511210762332,0.4692734621649338,0.07203470091742124
kokkos,Issue_8088,105,0,33,3,1,0,0.0,0.0,,1.0,0.0,-0.012369927628429186
kokkos,Issue_8081,1184,0,1156,18,16,1,0.2222222222222222,0.36739864864864863,documentation_debt,0.9763513513513513,0.2175262255498741,0.02219195736187476
kokkos,Issue_8080,121,0,0,2,0,1,0.5,0.9173553719008265,test_debt,1.0,0.0,0.08130990717817255
kokkos,Issue_8076,78,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.02113278834573249
Trilinos,Issue_8072,435,0,314,15,11,1,0.13333333333333333,0.1425287356321839,documentation_debt,0.9172413793103448,0.2514466904478795,0.09273282534652126
kokkos,Issue_8053,311,0,185,7,5,1,0.14285714285714285,0.2347266881028939,code/design_debt,-0.2797427652733119,1.1581825190865627,0.0780816548578893
Trilinos,Issue_8048,1093,0,775,26,22,1,0.038461538461538464,0.0777676120768527,code/design_debt,-0.36688014638609334,1.0781579423682668,0.09221962082145162
kokkos,Issue_8044,114,0,3,3,1,0,0.0,0.0,,-0.9473684210526315,1.265927977839335,0.031641155543407684
kokkos,Issue_8041,111,0,31,5,3,1,0.2,0.06306306306306306,code/design_debt,-0.5135135135135135,1.4691015339663989,0.10514170841351568
kokkos,Issue_8037,420,0,381,10,8,0,0.0,0.0,,0.7095238095238096,0.9358049886621318,0.062392435427197156
kokkos,Issue_8033,630,0,448,13,11,0,0.0,0.0,,0.4222222222222222,0.5936562203228872,0.07079626985862054
kokkos,Issue_8032,158,0,35,3,1,0,0.0,0.0,,1.0,0.0,-0.0029771861782338497
kokkos,Issue_8027,144,0,45,5,3,1,0.4,0.2916666666666667,requirement_debt,1.0,0.0,0.07534995728570876
kokkos,Issue_8019,49,0,38,5,3,0,0.0,0.0,,0.7551020408163265,0.6640566430653895,0.09396717289934078
Trilinos,Issue_8009,488,0,262,11,7,1,0.18181818181818182,0.3729508196721312,test_debt,1.0,0.0,0.11904475301562129
Trilinos,Issue_8008,236,0,76,8,4,1,0.125,0.5,code/design_debt,0.6440677966101694,1.0927894283251938,0.048922705648580075
kokkos,Issue_8006,670,0,150,7,5,1,0.14285714285714285,0.7656716417910447,code/design_debt,-0.8716417910447761,2.0087999236228247,0.13151143866093962
kokkos,Issue_7997,21,0,0,2,0,0,0.0,0.0,,0.047619047619047616,1.002267573696145,0.0945273878370066
kokkos,Issue_7983,452,0,224,4,2,1,0.75,0.9800884955752213,code/design_debt,0.6061946902654868,0.7612773122405827,0.04631461907732637
kokkos,Issue_7982,139,0,0,2,0,1,1.0,1.0,code/design_debt,1.0,0.0,0.004625934196752893
kokkos,Issue_7981,69,0,16,4,2,0,0.0,0.0,,-0.5362318840579711,1.2875446334803615,0.11603983440874907
kokkos,Issue_7978,39,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.029375877385293025
kokkos,Issue_7974,136,0,35,4,2,0,0.0,0.0,,-1.0,0.0,0.048442456822392156
Trilinos,Issue_7969,136,0,61,9,5,1,0.1111111111111111,0.25735294117647056,code/design_debt,0.20588235294117646,0.9051326412918108,0.11757667434687329
kokkos,Issue_7956,75,0,46,4,2,0,0.0,0.0,,1.0,0.0,0.08286648068262902
kokkos,Issue_7955,17,0,0,2,0,1,0.5,0.7647058823529411,code/design_debt,1.0,0.0,0.04684591785742106
kokkos,Issue_7953,22,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.044898482793307826
kokkos,Issue_7950,107,0,43,4,2,0,0.0,0.0,,-0.4205607476635514,1.1768713424753252,0.08040840171065787
kokkos,Issue_7948,49,0,6,3,1,0,0.0,0.0,,-0.2653061224489796,1.2472580869082328,0.08479899173670322
kokkos,Issue_7947,65,0,6,3,1,1,0.3333333333333333,0.7230769230769231,test_debt,-0.8153846153846154,1.1212623274161735,0.08522498311836715
kokkos,Issue_7946,785,0,477,9,7,1,0.2222222222222222,0.510828025477707,code/design_debt,0.02929936305732484,0.968303604834093,0.061251111701783274
Trilinos,Issue_7944,453,0,32,7,3,1,0.14285714285714285,0.6799116997792495,test_debt,-0.9426048565121413,1.080556895652725,0.12012064408889132
kokkos,Issue_7942,291,0,129,6,4,0,0.0,0.0,,0.7525773195876289,1.0646544088992806,0.038993226898725655
kokkos,Issue_7941,83,0,39,4,2,1,0.5,0.8433734939759037,requirement_debt,1.0,0.0,0.07135581552146675
kokkos,Issue_7940,47,0,0,2,0,1,1.0,1.0,code/design_debt,1.0,0.0,-0.02151164060366408
Trilinos,Issue_7939,445,0,185,8,4,1,0.25,0.10561797752808989,code/design_debt,0.9820224719101124,0.491334427471279,0.09714273178239578
kokkos,Issue_7938,12,0,0,2,0,1,0.5,0.5,code/design_debt,1.0,0.0,0.055247782567412584
Trilinos,Issue_7929,1534,0,1226,23,19,1,0.17391304347826086,0.2288135593220339,code/design_debt,0.41851368970013036,0.7748362661445533,0.08494680688412412
kokkos,Issue_7926,379,0,224,4,2,0,0.0,0.0,,0.20844327176781002,0.835005325777459,0.053150145703659904
kokkos,Issue_7913,217,0,84,3,1,1,0.3333333333333333,0.5806451612903226,code/design_debt,1.0,0.0,0.01741186965314884
kokkos,Issue_7902,144,0,77,5,3,0,0.0,0.0,,0.16666666666666666,0.8277777777777778,0.11621891614220842
